id	topic	score	text
632066253461389313	grateful dead	1	@RayWoodson680 The groaning in the 1st inning was that the Grateful Dead shirts had not arrived at the park yet
637244817974657024	ios	1	@Yurt try beat mp3 it may be on android i have it on ios and its fairly decent
641309280327606274	donald trump	0	The Democrat Party may be finished if Black AmeriCANs are waking up to the reality of how Donald Trump SHALL... http://t.co/MCd9CQVi0b
641336067828879360	harper	-1	@AdamRubinESPN I'm happy to see the #Nats sat Zimmerman over Harper...Harvey owns Harper #Mets
633477953905537024	ric flair	0	"@JustinLaBar ""Triple H was never Ric Flair's bitch. But this Sunday in gonna make you mine."" SCRIPTED. Well delivered. But scripted."
640470779121917952	ibm	1	Puzzle promoting ibm machine accessories november have being immortal the quelque chose superego committal insofar as proclamation: aYFXw
641349488645312512	nokia	1	The Beckham kids may get everything they want but they won't know the feeling of playing snake on the old nokia phones
636171605014618112	apple watch	-1	"""An interesting toy"". Looks like the the Swatch CEO isn't a fan of the Apple Watch (via guardiantech) http://t.co/iur8nx6dBP"
633463250563280897	magic mike xxl	1	New movies starting Fri:  1. How to make Love Like an Englishman.  2. Magic Mike XXL.  #movies  #Montreal
641657066755649536	netflix	1	They are more usually seen behind bars in the Netflix original series. But on Sunday the trio had a whale of a time at the Billie Jean
639424138046742528	bentley	1	"All incoming Freshman: Come to Jennison 308 to check out the ""Sustainability at Bentley"" session tomorrow at 3 pm!"
638769260257480704	angela merkel	0	Theresa May calls for a return to the original principle of EU free movement, Angela Merkel calls  - http://t.co/tQK56Nf5BO #GoogleAlerts
641426519064211456	harper	-1	Shame all the fans that stuck around to see a six run lead blown and Harper make an out for the 8th time in two games. #Nationals
637423522130825216	ios	1	SpeedeNews: Rumor: Android Wear will soon work with iOS - Android Wear may be very close to working with iOS. That... http://t.co/pq0g0Z3eOy
639552362588319744	hannibal	1	There's a 99% chance I'm going to start Hannibal tomorrow.
641603112801701889	bbc	-1	@ScotNational Her political interference last yr may not be on BBC but we all remember what she did.
628644381738835968	pride parade	0	Close to 700,000 people packed into Vancouver's West End Sunday afternoon to celebrate the 37th annual Pride Parade http://t.co/qnFMSWr3uI
637053685873246208	rick perry	1	True. Except that Rick Perry has more swagger.  Trump may have had a point when he said Jeb is asleep.  https://t.co/ObX0y7GXx2
620491616105701376	conor mcgregor	1	In honour of Conor McGregor's success in the early hours of yesterday morning, here's some Monday morning... http://t.co/nDs7ohk7oa
639495024309313536	grateful dead	0	@ryan_batty @ItsTheBGB Hang on. If this involves the Grateful Dead, they may be doing you a favour.
641638563675770881	chris brown	1	@106andpark: Did you enjoy last night's Life Of Chris Brown? Next Tuesday we explore the career of @TreySongz! #BETTreySongz
640681655271845888	angela merkel	-2	dear German citizens any concerns or criticisms you may have over my actions mean you are xenophobic and racist. i win love Angela Merkel
641287903897714688	nike	1	Put Saturday in your diary if you want a pair of Nike Air Presto. There will only be 80 pairs in store at Nike! http://t.co/B033AcE2Gz
635302461620682752	rick perry	2	Rick Perry is amazing. His speech was the best hands down. #perry2016 https://t.co/97j8jIe8tE
638576849354813440	michael jackson	1	"mom: ""I say 23 because your birthday is on the 23rd"" me: no you say it because mj  mom: michael jackson? me: did he play ball too? mom: oh."
640569618394968066	beyonce	1	Sat in bed singing along to Beyonce tracks as if i sound like the queen herself... #listen #irreplacable #ifiwereaboy #myvoiceisflawless
632579083784880129	google+	0	Google+ Hang out to answer questions about the 6th Idaho Hang on 12:00 eastern aka 9:00am west coast, on Thursday the 20th mesg for details.
641558874085003264	messi	1	@TeamMessi May i have permission to use this photo of Messi holding the case I designed? http://t.co/OJpKZ9qWga Ta! http://t.co/48IJDs944Q
641602192579936257	iphone	1	So iPhone 6th generation has 3 models: 6, 6 Plus and 6S. If I can wait it out I'll get the 7.
630268931756965889	snoop dogg	1	@Alisha12287 I live 5 minutes from there. In fact my dads company is a sponsored company for it. I'm seeing Snoop Dogg there on Saturday :)
634099699595673600	google+	0	@raymitheminx it may have been sent through Google+
641554268407865345	david cameron	0	"""All presidents of American except one are or have been related to the Monarchy. David Cameron is her 5th cousin... http://t.co/Dk8AyDAXHG"
628909655989858304	apple watch	1	@BestBuy - where can I find the list of which Best Buy stores will be selling the Apple Watch on Friday?
641654885583351808	apple	-1	Come on Win10 users, just to screw with Apple's statistics let's stream their live event from the Edge browser :) http://t.co/e7SphsrFHr
641582047132295168	harper	1	@SouthpawSlinger @jonmorosi @FOXSports @FS1 But he's certainly been the 1st or 2nd best player in the NL overall, Harper and Kershaw better.
628188165300355074	google+	0	@AdmFromHell I think u Added ur twitter ID in about section of ur YouTube channel or may b from Google+.U helped me a while back with tasker
634517732067778561	@microsoft	-1	"@microsoft using Office 2013's Bing dictionary. type in ""bound."" This is the 3rd picture they show me. WTF?... http://t.co/VzwGIoLxco"
640972775822233600	donald trump	-1	I'm going to protest that lame Donald Trump on the 15th...so stoked.
625410507197952000	monsanto	-1	This is not being shared with you by the mainstream press - it is coming to you from March Against Monsanto... http://t.co/EdV9UIVRWa
634133689216036864	michelle obama	1	@Adorable_Dime you may be right. You also forgot about Michelle Obama and Rihanna on the cover..all granted interviews
637779994840854528	barca	1	"Pedro sat bench for Barca &amp; KDB wins POTY in Germany but yet Pedro is the ""better"" player."
639841474125950976	beyonce	2	Happy #BeyDay Beyonce!  May the day be fierce and fabulous for all!
641653947044896768	netflix	1	My PS3 is finally here and Netflix has returned, may the procrastination begin
640212720181215233	scotus	-1	Suggestion - get familiar with 1ST Amendment.  it pretty much strikes down all SCOTUS rulings regarding gay marriage, holiday celebrations
637376504092061700	joe biden	-1	"""Joe Biden may join Bernie Sanders in the Democrat primary... I thought the Democrats were opposed to fossil fools!"" ~ Emily Zanotti,"
639110277259096064	kerry	0	GP If Secretary Kerry's convinced the Iran Deal will prevent Iran from getting nukes, will he move to Israel? https://t.co/llXyOmsVOb
640898526596177922	arsenal	0	Arsenal midfielder content with draw http://t.co/tiMUzIGvvg
634348300536254464	game of thrones	0	@DPJHodges I once sat next to an actor out of Game of Thrones on the tube. Doesn't mean I'm friends with said actor.
629186753157595138	lexus	1	Is the future finally here? Lexus may have the hoverboard of your dreams ? video  http://t.co/hJf3Z1ou97
641437197455896577	netflix	1	Netflix and chill season coming you way! https://t.co/daKiB3kWex
641350001637982209	amazon	-1	ordered my back pack off of Amazon 3 weeks ago and it turns out they lost my package and school starts tomorrow #sick
641659133863718912	apple	1	Apple's @tim_cook gives an update on the projects launched in June. #AppleWatch has gate 97% satisfaction. #AppleLive http://t.co/PR2NzVygol
641535289198952448	arsenal	0	Transfer news 09/09/2015: Arsenal want star in January, Man Utd keen to sign Varane http://t.co/gXq5t01hEs
641471152347480065	messi	1	@randomhero23 because they did not reply the play as much. 2nd time Messi scores a goal on Mexico like that
641220766877511680	madonna	1	Just one more day to go -&gt;&gt; Madonna's Rebel Heart Tour starts tomorrow. What to expect?! http://t.co/OXCAc47pTi
622775200149569537	magic mike xxl	1	Yes, Magic Mike XXL is a feminist movie, but the reason may surprise you http://t.co/3r5JTNDLMa
640496868095561729	erdogan	-1	"Award winning @yavuzbaydar is accused of ""insulting Erdogan"" he may face up to 5.5 years in prison. Shame on #Turkey https://t.co/uA5PzFlec4"
640542670797078532	david cameron	0	In watching David Miliband on the Sunday shows, one re-realizes that the wrong Miliband ran against David Cameron.
639795576935071746	joe biden	-1	The Elizabeth Warren test: Why Joe Biden's presidential run may be over before it begins http://t.co/19Yd0R2NWm #ows #p2
641380537538580481	hillary	0	Hillary gets emotional over talking about her mother -  tomorrow #MorningJoe will call her a fake. @ABC
641645881851256832	justin	1	It's Justin's funeral tomorrow, it was a pleasure to have known and worked with such a great racer. RIP Badass   https://t.co/HFCoNcJ4Vz
635920047328919552	monsanto	-1	I think thanks to ARF and the anti Monsanto  movement   I may be devoloping a T shirt addiction.. http://t.co/LCadtlcalA
641368717570494464	pope	1	I am glad the Sanhedrin is back in business (because of the 3rd Temple) and will be trying Obama and the Pope in absentia Well deserved.
640517929390444544	disneyland	1	Am catching a cold, leaving to Disneyland on the 9th
641423456244908032	batman	1	@Heritage Batman &amp; Robin (Trump &amp; Cruz) please save America from the communists! May God be with you! (or it won't happen)
632374683334258688	@microsoft	-1	Hey @Microsoft, I reserved my copy of @Windows 10 back in June, but i haven't been invited to download. Any updates on the timeline?
641628057258827776	apple	2	Honestly. Sony getting feisty with Apple is like watching a Chihuahua yapping at a Rottweiler http://t.co/i32QKp2zTq
629797991826722816	@microsoft	-2	"After attempting a reinstall, it still bricks, says, ""Windows cannot finish installing,"" or somesuch. @Microsoft may have cost me $600."
641301839103848449	harper	-1	so Harper is blaming Del Mar racing another meet for the summer meet's struggle.  Never change California racing.
641501437675986944	ipad	-1	I still doubt Apple will announce new iPad at tomorrow's event. Apple might dedicate most of the keynote on new Apple TV.
641195230100852736	seinfeld	1	@sigridellis I may have read that in the way that Seinfeld greeted Newman.
639642857159180288	ric flair	1	22 years ago I saw Ric Flair wrestle at age 3, in the very building I'll see @MsCharlotteWWE wrestle in tomorrow night. Mindblowing!!
641574514619514880	iphone	1	Also, the iPhone 6S, 6S Plus and the new iPad will be coming out tomorrow morning! Will be checking out the highlights.
641113964152287232	bbc	0	@BBCNewsnight but it's ok for sustained alarmist, biased and untrue general coverage from the Sun, Mail, Express, Sky and BBC?
641148298217172993	nike	1	Here's the 1st part of Nike's very interesting topic on genlivecast http://t.co/OKafD7ezES
641125778437091328	bbc	0	@SquawkCNBC watch BBC next Monday to learn the dark secret of @Zurich strategy to exit the banking market. 99% of loans in default!? #really
638699838863994880	angela merkel	0	@ajweald   Daily Telegraph reports Angela Merkel has said the EU may be forced to bring back passport controls in the wake of the migration
636223744487329792	nokia	1	1st of all I'm a big fan of @LumiaRSA &amp; @MicrosoftSA. Since early 2000 i was using Nokia &amp; I'm still using. it's easy to use and affordable
632224183825661953	snoop dogg	1	ATTENTION....my good buddy ole pal @Hlee3D is looking for someone to go with him to see Snoop Dogg tomorrow night...please inquire ASAP
639902358730895360	joe biden	0	Joe Biden: run for presidency dependent on my 'emotional energy'   He want us to clap for him or something? http://t.co/ywxD11E4bo
641565807810617344	ipad	0	1st he smashed someone's phone now ran over an iPad he hates you all https://t.co/Vxn34DDrk6
636904837356081152	oracle	1	Register today for the premier Fall event in Utah for Oracle technologists! @UTOUG Fall Symposium is on Sept 23rd. http://t.co/uMZwItYzpC
625942609379336192	jay-z	1	.@JB17Official has become the 1st footballer @RocNation Sports,owned by legendary rapper Jay-Z #topfootballfacts http://t.co/hwUOI7PszL
641432027129061376	serena	1	And with Serena's 11th ace she wins the match vs her sister Venus
641531450815217664	justin	1	If im in the club, i'll put my phone away &amp; have fun, dance like mad with justin. Unfortunately im not legal yet lol https://t.co/1yxSPzA4Wf
636440904967061504	ios	0	Parkrun app for iOS downloaded Where have you been before ?Great app easier access of info &amp; ready for Saturday's run http://t.co/ZyOFhZeRIO
640273017277411328	david cameron	1	PM David Cameron Tells councils to RAISE COUNCIL TAX to pay for Migrant settlement after the 1st year http://t.co/77NhVFcoTq
630463687384539137	apple watch	0	Since I can't jailbreak the Apple Watch, the theming platform may have to been an app to download icon packs, and then the user 1/2
641377977884909569	chris brown	0	On @JimmyKimmelLive @WCVB at 11:35pm, Emily Blunt, U.S. Air Force Airman 1st Class Spencer Stone, Rita Ora with Chris Brown perform #Kimmel
640327401524842496	messi	1	Imagine having a 20th of Messi's ability. You'd be the best in your team
622172847499255809	david beckham	0	@CelebrityNameGa So this is the 4th person on this show that i have seen in commercials. Felisha is the Sprint girl with David Beckham.
635534113265598465	jurassic park	2	Ended my 1st Fringe experience with @Superboltplays Jurassic Park! Thank you for a wonderful show, absolutely brilliant!
630955837729538048	rick perry	-2	Rick Perry was going to go on Are You Smarter Than a 5th Grader? to win money to continue his campaign, but he's embarrassed himself enough.
631681635776262144	mariah carey	0	James Packer with singer Mariah Carey in Cannes in June. Picture ... http://t.co/gchzCrpmdJ
633725726982828037	ibm	0	@bryan_mays @chaddukes The CEO of IBM may think someone is an idiot but he can't say it.
632535550042505216	rick perry	-2	"Rick Perry a certified moron  - he's the real ""cancer"" to use his words - not Trump  http://t.co/iy4goB9xSM via @voxdotcom"
632458448429559808	seinfeld	0	@jellybean1398 watching the last episode 1st is why I skipped watching Seinfeld for MANY yrs. The 1st few yrs at least of Mad Men were good.
640337715872026624	bernie sanders	-1	Bernie Sanders is like your 8th grade class president who won the election by campaigning to have 3 hour recess and free cookies every day
629415895073341440	bobby jindal	1	It may be because I'm listening to the #GOPDebate on the radio, but Bobby Jindal sounds like Kermit the Frog. I like him though.
641602276138745856	arsenal	-1	5 reasons why Arsenal would be WASTING time and MONEY on Simone Zaza: Arsenal have been linked with a January ... http://t.co/vjI0f4g11o
638427398694830080	ios	-1	@DeltaAssist yes, I asked an attendant to print out a paper pass. But this was not the 1st time delta IOS app lost my login info. Annoying.
637626663086497796	michelle obama	0	@LyndaG1963 @9975Ts @GrimMWB @Jcpcond :If she's like Michelle Obama that may not be true?
621355228009472001	amazon prime day	2	WOOHOOO! They have released a list of the sneak peek deals for Amazon Prime Day tomorrow! Cheap Nikon Cameras,... http://t.co/iFxPpGGs8d
631097146079444997	bob marley	1	"""Some people feel the rain, others just get wet"" ~ Bob Marley  #Rainydays #Tuesday #NYCCTSEEK #CityTech #CUNY http://t.co/MUfpjBJuse"
629861619003097088	eric church	-1	Hard to be excited about Eric church at wefest for the 3rd time in 5 years. Does literally no one else want to headline?!
641379710006611968	pope	1	If you missed out on Pope tix for Independence Hall,just annnounced 2 more tix avails online 4&amp;8pm Wed @fox29philly http://t.co/FOYiCO4hQg
640424079875375104	jay-z	1	The game 1st album 1 song he say he rap like Eazy-E then Nas then 50 cent then dr Dre then Jay-Z then Eazy-E again then like his dead bro
637349849004933121	juventus	0	Juventus and Schalke might reach an agreement soon, but it will most likely not be before tomorrow. Intermediaries are still negotiating.
632197817000402945	pride parade	0	Some of our services will be affected tomorrow in Cardiff due to the Pride parade, full details here http://t.co/aKdNW6iong
635265103055556608	oracle	0	@ANGRYref on 2nd thought, I would have 2 cute kitties and you could have my CNBC Obsessed, Oracle employed, somewhat grumpy husband, deal!
638570993397682177	@microsoft	1	I can't wait to speak at @Microsoft's #MSAPC2015 event tomorrow, then fly to #NYC for the weekend, &amp; then #INBOUND15! http://t.co/WwOUjsslKt
623493553122082817	magic mike xxl	0	To make room for the new movies, MAGIC MIKE XXL's last showing is WEDS. THE GALLOWS, INSIDE OUT, &amp; JURASSIC WORLD's last showings are THURS.
641382490494607360	chelsea	0	LISTEN: .@KwameKizito explains the reason behind the team's wastefulness last Sunday against Berekum Chelsea #AHOSC  https://t.co/PIk1wsHOpt
639207075785121792	jurassic park	1	They're making a 5th Jurassic Park. If this continues, eventually we'll all get what we really want. Dinosaurs in space.
633127857942867968	kurt cobain	-1	I think, sadly, that Kurt Cobain and Philip Seymour Hoffman may have, despite their grim deaths, glamorized the drug
638568109708697600	mariah carey	1	"Nah. I'm not arguing about it. Listen to ""Mariah Carey"" right now, bruh.  https://t.co/6KqSVYcMDI"
622155927098146816	amazon prime day	1	I wonder how many of the purchases fell into the impulse bracket? #PrimeDay Amazon Prime Day beats Black Friday sales http://t.co/a1MdPbWsri
634836715023106048	rick perry	0	@TomLeb @jrosenbaum As far as I know Rick Perry hasn't tried to illegally bond for a second football stadium while still paying on the 1st 1
628280563560898560	monsanto	1	It may be true that Monsanto is terrible at PR, but believe it or not, it's not an evil company. http://t.co/T0si6OyF44 #FeedThe9
641035191415390208	bbc	-1	@danwjonson No because of bias. When, before Thurs, are the critical, probing BBC programmes on the other three candidates?
638671645943693313	jeb bush	0	Personality conflicts may have led to three top Jeb Bush fundraisers leaving the campaign, but they are still working with the former
638552145181175809	nintendo	0	I might actually jump through the Nintendo monetization hoops. They'll get ad revenue from it either way. May as well claim some of it :P
639250666490236928	nintendo	0	@Xbox  What do you think happened with Nintendo 3rd party?
639461204465963008	batman	0	Batman and Google Earth predict it's going to be a bad month http://t.co/Ob2QahiVXq http://t.co/p5Y7pDAGgg
639835408906473472	batman	0	Batman killed, used a gun + lived in New York, not Gotham for the 1st few years in comics #batman #kindle #Amazon http://t.co/b2E995okYl
631862196817936384	oracle	-1	Oracle is the worst thing that ever happened to Sun and Solaris. Full Stop. http://t.co/mHKYycDbfR
641584836222808064	labor day	1	Hello everyone!  I had a fabulous time in Hermitage PA, on Labor Day!  As you may or may not know, I was in... http://t.co/UD0vLq4mEM
637388683004407808	planned parenthood	0	Jindal's claim that Planned Parenthood can't sue may not hold up, experts say http://t.co/35GXrYJVsg | Because he has a LAW DEGREE?@#$%! #p2
641624729212682240	obama	0	I really hope that Obama attends Serena's match on Saturday...Ciara's doing the National Anthem. Give us deze ratings biches.
638766156552249344	barca	0	@The__Fundraiser Barca turned down the opportunity and experimented with Suarez. Bayern haven't opened a cheque yet[Have 1st preference]
641381044252450816	hillary	-1	@tbridis this why people don't believe anything Hillary say this person will soon take the 5th
638589551997513728	ios	0	@TimRaphael215 may want to pick your brains - looking to get into iOS dev myself.
626928513388425216	galaxy note	0	Tardis doctor who the 10th doctor Samsung Galaxy Note 3 Case https://t.co/sb35sMayKJ
624295252799672320	david beckham	1	New hair again tomorrow :-) hopefully look like this but unfortunately without the money, posh cars, david beckham... http://t.co/wXaL3RMrxj
641544311205724160	labor day	1	Happy Wednesday!  I hope you had a great Labor Day weekend! From flights to new Asheville restaurants to... http://t.co/JOj9MxHkpL
639241052650536960	snoop dogg	1	Hey FB, my brother in this movie with Snoop Dogg!   Happy Wednesday!!  Enjoy!! http://t.co/t4Z2dif3HU
633096009384624128	galaxy note	1	Pair the Galaxy Note 5 4G+ with our mobile plan today! Enjoy more perks now till 28 Aug. http://t.co/HV7IhISPA9 http://t.co/qAOLUmSTYy
639950878947049472	beyonce	2	@Beyonce Happy Birthday Beyonce!!! May God bless you and all your family very much!
625450575140900865	michelle obama	0	Michelle Obama complains about not being paid, Watch Laura Bush set her straight - http://t.co/Fe0z2RxYC5, Mooch!
628327427392020482	magic mike xxl	1	Burgers, ales, wine, Magic Mike XXL. Way to make Monday bearable. #magicmikexxl
640500462408605697	barca	1	Barca beats Joventut 86-77 in 1st preseason game. Marc Garcia and Demond Mallet led all scorers with 20 points each
640885801589583873	ibm	1	Looking forward to sharing IBM's open source journey at the Open for Business day @wutheringbytes on  28 Sep in Hebden Bridge @linux_at_ibm
638594008437104640	michael jackson	1	Jay Z 'pays tribute to Michael Jackson as he joins Instagram' with touching photo, it may be his last http://t.co/dQHJT59Ciy
634456759118245889	bob marley	1	Bob Marley vs Funkstar de Luxe ~ Sun is Shining (Extended Club Mix) Gonna be a Hot One this weekend in the UK.  http://t.co/jdMEwEvWdw
640827300079108096	federer	1	Monday at the US Open: Murray, Federer &amp; Konta are all in action at Flushing Meadows today http://t.co/50ZM0cOEjT http://t.co/YlLS4kf0of
638639836090486785	erdogan	-1	Good timing. We *need* you there to keep an eye on Erdogan... https://t.co/Y45YHJkBiV
638971504277983232	angela merkel	0	There's no love lost btw them but Angela Merkel will present the biography of her predecessor Gerhard Schroeder on Sept 22, @Bild reports
638172849564311552	kurt cobain	1	"Dear God, may we trade you all the music ""artists"" at tonight's #MTVVMAs and have Frank Sinatra and Kurt Cobain back? Please? #Amen"
639671940702208000	rick perry	1	"""A broken clock is right once a day""--Rick Perry Thurs on Fox #UniteBlue #tcot #oopsididitagain"
624632411721052160	eric church	1	@TheRealPres10 @Titans I'm working the Eric church concert the 30th no way I can make opening morning practice
639187226493063169	jeb bush	0	Iowa GOP poll results are here, in 3rd place Jeb Bush with 23%, in 2nd place Donald Trump with 34% and in 1st place is JOHN CENA
639859531367976960	batman	0	Batman may be running better, but they have force disabled SLI on the game. @WBHomeEnt IS A JOKE!!!
631988836701069312	jurassic park	0	Long day yesterday. Started here at Manawaiopuna Falls. You may know them from Jurassic Park... #Kaua'i #Hawai'i http://t.co/wxhUbl2Cr7
640556133875326977	apple watch	1	The Apple Watch may become so addictive it keeps people from looking at what's truly important in life, like their iPhones.
636511599356940288	erdogan	0	Erdogan rates call counter says this was his first since April 25 and the 2nd one since he met Cenbank Gov. Basci March 12.
641599818784239616	netflix	1	Yeah, @beachgurlnani our data resets tomorrow, but don't burn it up on the road this weekend watching Netflix! http://t.co/SQNleG9WYX
640930354061312000	chris brown	1	Chris Brown really had me Saturday. He sung all the throwbacks
634692610624487424	erdogan	0	Not to be outdone by the neighbours, Erdogan is now holding his own snap election, this time on November 1
637805423702093824	pride parade	1	We're having a sausage party at 1412 E.6th St from 9pm-2:30ish. Stop by after the Pride parade
640595497879793664	arsenal	1	@JHickin it doesn't matter where they play, what matters is they play for Wales, better than England, may I add! (P.s, Ramsey is Arsenal)
631211448304275456	rick perry	-1	I think a big part of Rick Perry's fall is simply that he is not a sitting governor this time around. May be Jeb's downfall too.
641508289814102017	iphone	1	The 'numeracy map' just fits into an iPhone, bringing it alive, digitally! Search the AppStore, 1st level free. http://t.co/8HxVKGu8WI
637737097533747200	seinfeld	1	"@starbex Or something like NBC's ""Blackout Thursday"" where they had the lights come back on at 9pm because Seinfeld refused to participate."
641317664384786436	pope	1	Celebrating the Pope: What Makes Pope Francis Tick? FREE webinar: Sept 10, 7-8p EDT More info: http://t.co/awgzJYMTz7 @MattBunson presents
641205630599057408	pope	0	Good Tuesday morning. Big news out of the Vatican:  Pope radically reforms Catholic Church's process for annulling marriages. @GMA
629481841582579712	seinfeld	1	@Morning_Joe I haven't laughed this hard on a Thur night since Seinfeld ended. Not the last episode though, that one was terrible.
635619068234629121	ric flair	0	Title for Title match, winner take all, will it be Seth Rollins or will John Cena become 16th time World Champ &amp; tie Ric Flair?! #SummerSlam
631543121407442946	@microsoft	-1	@Microsoft support for 365 has been terrible. On the phone for an hour then got dropped. So far not worth the headache. May ask for refund.
641470312748589056	netflix	1	Correction... #TheSuicideTheory will be available on Netflix TOMORROW (U.S.). Check it out and follow @TSTFilm
637318243271725056	minecraft	1	@C418 May I use one of your ~amazing~ Minecraft tracks at the beginning of an interview I'm doing for my website? ( &lt; 30 seconds )
632017297490710528	lexus	1	Lexus may try again with a luxury coupe http://t.co/PjOeC3Y3nv #EB5
641445384108290048	serena	1	Ok so Serena may have won but Venus wore hoops to the match and you know how I feel about hoops
625815698737008640	galaxy note	0	Samsung will show its new Galaxy hardware at August 13 event: Hot on the heels of more Galaxy Note 5 photos le... http://t.co/VEZeaEtrfd
639033824102477824	angela merkel	0	Closing the stable door etc - EU may bring back border controls, Angela Merkel suggests | via @Telegraph http://t.co/Qp1CWbGZL8
631263628059144192	galaxy note	1	Btw They are announcing the Galaxy Note 5 Thursday #Copped
640975553231720448	chelsea	1	"""We may not have it all together, but together we have it all"" @ Chelsea, London https://t.co/qSt0poLynx"
632139886624161792	google+	0	Top story: ESAHangout: Rosetta mission's day in the Sun - Google+ https://t.co/4HCod4NuFY, see more http://t.co/moszmQpweq
641253583204298752	harper	-1	Does Harper even realize there in 3rd place! Talk about burying you head in the sand... Stay the course... Of lies and deceit! #cdnpoli
631975073922969603	kurt cobain	1	Kurt Cobain Solo Album Given November Release Date: The soundtrack for the Kurt Cobain biopic Montage of Heck,... http://t.co/OEJ0dT71cf
640743490196893696	magic mike xxl	2	Im mind blown after watching Magic Mike XXL for the 1st time
640014836257136640	batman	2	Damian may be a better fighter one day but for now Jason is the best fighter &amp; he's got Batman's prep skil.
641392750001131520	google	1	C'mon @mountroyal4u. Some signage? Some way finding signs? Anything? How about tell Google where your various bldgs are?
639737653081063424	mariah carey	1	@SquirrelEvictor CMAT, Mariah Carey is the godmother of the cruise ship I'm going on in November.
641001960812900353	harry potter	1	my hw is due tomorrow. so here's some of the harry potter theme song http://t.co/iGKDHcM2i1
637024772132507648	jurassic park	1	Thanks @VisitPasadenaCA! Jurassic Park is gonna roar this Saturday night with @jagsunmusic &amp; tasty food trucks! http://t.co/ldgXvcvTGK
641111532282224640	scotus	0	@count_01 SCOTUS based their argument on the 14th. No matter how you stretch it race was not involved.
640602991863705605	harry potter	-2	I'm sat watching the worst Harry Potter film ugh
639836926820884480	rick perry	0	@nanjmay6478 I used to really like Rick Perry, just has become so bitter. He may be very sad. He should try to smile http://t.co/pPkwJi5r7C
630208324860915713	bob marley	1	Bob Marley vs James Brown mashup will make anyone feel good on a Dance Party Saturday on @GTFORadioXXX Goto http://t.co/wxNtkJ4Hty
633071290581172224	michelle obama	1	Jan runs into Michelle Obama on her way to a charity event. Storm clouds begin to brew over the women as they battle for psychic control.
639807983615090688	kerry	1	Kerry wrote a freaking book! Read all about it.  https://t.co/FxURPDVFho
630224972003287040	metlife	0	Harry talking to the 9 year old boy/auctioning him off at MetLife - August 5th http://t.co/5fYWLH8x9h
624049967515090944	eric church	1	My Iowa people, who is going to Eric Church on Friday at the Jones County Fair???
639115503492038656	ios	0	@steveballin So far we've announced iOS and Android versions and we focus on them. This may change in the future though.
630136669086334976	metlife	1	@happylittlenjh at metlife, they started later. around 8:45 i think. it was after the sun set
641151018068127744	harper	-1	Harper, you may not think Justin's ready, but urine over your head.
630368714102325248	jay-z	1	St James Park randomly playing the instrumental for My 1st Song by Jay-Z at half time?  Decent.
641625805508841472	ipad	2	#castleberryisd 5th grade iPad Deployment going well! Students are excited! http://t.co/hcPY5IR8ZM
624642926715531265	eric church	1	Riverfront park is almost open with Eric Church on July 30th. Read the 5 things you need to know before going! http://t.co/LY8AkwLKT2
641633503940059136	serena	0	May or may not have twisted my ankle reenacting Serena vs. Venus with my roommate last night.
641497788979789824	messi	1	APOEL can become the 24th different opponent in UCL against which Messi has scored at least 1 goal. He has faced 31 teams in total
641388038115979264	harper	0	Harper may be right, it's pretty empty in Nationals park tonight. #Nats  #Mets
641372287694823424	@microsoft	0	@clayton_simms @Microsoft I might but I'm gonna wait a bit to see if they patch it. You coming sat?
639553285704261633	kerry	0	@KerryDrewFox5 Okay Kerry! Sorry I'm not going to see you at the 6pm news. I'm at work but I see you tomorrow morning. Have a great night.
638473276491063296	angela merkel	0	EU may bring back border controls, Angela Merkel suggests: The German Chancellor says for the... http://t.co/Kfv9N04BvO #TheArkOfTwitter
641331355687755776	pope	0	The Pope is only as nice as he has to be to lure you back in: Cool Pope strikes again: Pope Francis on Tuesday... http://t.co/ALybE0Tl8K
620387417758003200	kurt cobain	1	Watching the Kurt Cobain doc while making bday cake and FODMAP approved pizza sauce. Good Sunday of bday weekend.
631244487591862272	conor mcgregor	1	Conor McGregor's next fight is announced for December. Starting now that's like 6 months of loading up the band wagon again..  #kickboxing
640508164258033664	madonna	1	@ohmadonnaa It's on Madonna's Facebook page hun. If you don't have Facebook it's also here http://t.co/PJ8pN7m7IS
639468323219050496	batman	0	Just in: batman has decided to check his privilege and hand over the cowl to a non-rich orphan.  Many lives may be lost, but fair is fair.
635617349287182336	ric flair	0	Will John Cena tie Ric Flair tonight by winning his 16th world title? #SummerSlam
641461498422906880	netflix	1	I'm not doing nothing tomorrow, just gonna sit at home and watch Grey's Anatomy on Netflix.
639671487310360577	michael jackson	1	@candycaneliam @MidnightMiseryx @fandombeliefs and may i remind you that 4/5D look up to Michael Jackson lol
637835688021499904	hannibal	1	Maybe now you guys understand why I changed my name from Save Hannibal Sam to Hannibal Killed Sam on Thursday night #HannibalMicDrop
639499085351886848	mariah carey	1	@EllenTheMermaid @VegfestScotland My favourite thing about Christmas is Slade and Mariah Carey; at least on 5+6 Dec the buses are running!
629379172553502720	apple watch	0	"Sigh, my Apple Watch just informed me ""TIME TO STAND"" literally right after I sat down after walking to get a cup of coffee."
634208020617121792	game of thrones	1	@HatePash1 He's the 2nd Daario from Game Of Thrones who's more charming than the original:   https://t.co/4ZPoq6ZDFA
640384502351589377	digi	1	@shawnvscody are u going to digi tomorrow
